text,label,category,tr_xlm_roberta,vader,org_lang
"Yes the time I was with them, I did not think about it, but always they know it when the sun went up and the sun went down, I became so strange;In moonlight, I was almost clearer than themselves;I did not understand the time my nature, in the fork it dawned on me!",6.0,fairytales,0.0,-0.5009,dk
I became human!,6.0,fairytales,0.5407354235649109,0.0,dk
"Mature I came out, but they were no longer in the hot countries;I was ashamed of myself as a human being as I walked, I needed boots, to clothes, to all this human being, which makes a human recognition.",3.666666666666667,fairytales,-0.7499160170555115,-0.6808,dk
"I made my way, yes, I say it, they do not put it in any book, I made my way to the cake's skirt, under it I hid;The wife did not think about how much she hid;Only in the evening did I go out;I ran around in the moonlight on the street;I made myself long up the wall, it springs so nice in the back!",6.0,fairytales,0.0,0.7125,dk
"I ran up and I ran down, looked in of the tallest windows, into the hall and on the roof, I looked where no one could look and I saw what no one else saw what no one should see!",5.0,fairytales,0.0,-0.7088,dk
It is basically a lower world!,3.666666666666667,fairytales,-0.9298301935195923,0.0,dk
I would not be human if it was not even thought it was something to be!,4.666666666666667,fairytales,-0.8086072206497192,0.0,dk
"I saw the very best of the wives, in the men, with the parents and with the sweet matchless children;I saw, ""said the shade,"" what no people had to know, but what they all wanted to know, hurt with the neighbor.",4.0,fairytales,0.0,-0.7717,dk
"Had I written a newspaper, it had been read!",5.333333333333333,fairytales,0.0,0.0,dk
"But I just wrote to the person myself, and there was a dismay in all cities where I came.",3.666666666666667,fairytales,-0.6415671706199646,0.3291,dk
They got so scared of me!,3.0,fairytales,-0.9144251346588135,-0.6166,dk
And they kept so exceedingly from me.,6.333333333333333,fairytales,0.7326017022132874,0.4364,dk
"The professors made me a professor, the tailors gave me new clothes, I am well provided;The coin master beat the coin for me and the wives said I was so gender!",7.0,fairytales,0.7045488953590393,0.6713,dk
And then I became the man I am!,5.333333333333333,fairytales,0.6364104151725769,0.0,dk
"And now I say goodbye;Here's my card, I live on the sunny side and am always at home in rainy weather! """,5.0,fairytales,0.0,0.4753,dk
And then the shade went.,5.0,fairytales,-0.46553167700767517,0.0,dk
"""It was strange though!""",5.0,fairytales,-0.8732462525367737,0.0,dk
"Years and day went by, then the shade came again.",5.0,fairytales,-0.5361834764480591,0.0,dk
"""How is it going?""",5.0,fairytales,0.0,0.0,dk
asked it.,5.0,fairytales,0.0,0.0,dk
"""Alas!""",4.333333333333333,fairytales,0.0,0.0,dk
"said the learned man, ""I write about the true and the good and the beautiful, but no one cares to hear such, I am quite despairing, because I take it so close!""",4.333333333333333,fairytales,-0.7038801312446594,0.2269,dk
"""But I don't!""",5.0,fairytales,0.0,0.0,dk
"said the shade, “I get fat and that's what you have to see to stay!",6.0,fairytales,0.0,0.3802,dk
Yes they do not understand them on the world.,4.333333333333333,fairytales,-0.8577095866203308,0.0,dk
They get bad at it.,3.333333333333333,fairytales,-0.8873182535171509,-0.4215,dk
They have to travel!,4.666666666666667,fairytales,0.0,0.0,dk
I make a journey this summer;will they join?,5.666666666666667,fairytales,0.0,0.3612,dk
I would probably have a traveling buddy!,5.666666666666667,fairytales,0.0,0.4199,dk
"Will they travel with, like Shadow?",5.0,fairytales,0.0,0.3612,dk
"It must be me a great pleasure to have them with me, I pay the journey! ”",6.0,fairytales,0.9286511540412903,0.8268,dk
"""It goes well!""",5.0,fairytales,-0.749967098236084,0.0,dk
"""It's like you take it!""",5.0,fairytales,0.0,0.0,dk
“They want grim well to travel!,6.0,fairytales,0.9015902280807495,0.5093,dk
"If they want to be my shade then they must get everything free on the journey! """,5.666666666666667,fairytales,0.0,0.5983,dk
"""It's too wrong!""",4.0,fairytales,0.4383949637413025,0.0,dk
"""But that's how the world is now!""",5.0,fairytales,0.0,0.0,dk
"said the shade, ""and so it becomes!""",5.0,fairytales,0.46130844950675964,0.0,dk
"The learned man was not doing well at all, grief and plague followed him, and what he was talking about the true and the good and the beautiful, it was for most like roses for a cow!",3.333333333333333,fairytales,-0.5928230881690979,0.8155,dk
He was quite ill eventually.,3.0,fairytales,-0.8486154675483704,-0.4754,dk
"""They really look like a shadow!""",3.666666666666667,fairytales,-0.8085088729858398,0.4688,dk
"People said to him, and it gasped in the learned man, because he thought about it.",4.333333333333333,fairytales,-0.49592745304107666,0.0,dk
"""They have to go to a shower!""",4.666666666666667,fairytales,0.0,0.0,dk
"Said the shadow who came and visited him, ""There is nothing else for!",5.0,fairytales,0.0,0.0,dk
"I will take them with for old acquaintance, I pay the journey and they do the description and am such a little fun to me on the road!",5.666666666666667,fairytales,0.5880686640739441,0.4753,dk
"I want to go to a bath, my beard does not grow out as it should, there is also a disease, and beard must have!",4.333333333333333,fairytales,-0.8917684555053711,-0.4003,dk
"Now they are sensible and accept the offer, we are traveling as friends! """,6.0,fairytales,0.5545409321784973,0.4389,dk
"And then they traveled;The shadow was then the Lord and the Lord was then shadow;They drove with each other, they rode and walked together, side by side, ahead and behind, as the sun stood;The shadow always knew to stay in the men's place;And the learned man did not think about it now;He was a very good heart, and extremely gentle and friendly, and then he said one day to the shade, ""Since we have now become traveling buddies, as we are and we have also grown up from childhood together, we should not drink shower, it is more confidential!""",5.666666666666667,fairytales,0.0,0.8845,dk
"""They say something!""",5.333333333333333,fairytales,0.0,0.0,dk
"said the shadow, which was now the real gentleman.",5.0,fairytales,0.0,0.0,dk
"""It is very straightforward and well -said, I want to be just as well -meaning and straightforward.",6.0,fairytales,0.0,0.0,dk
"Those, as a learned man, know how strange nature is.",5.333333333333333,fairytales,-0.6286525130271912,-0.2023,dk
"Some people cannot withstand touching gray paper, then they get hurt;Others go through all the limbs when letting a nail rubbing against a glass pane;I also have a feeling by hearing them say you to me, I feel like the pressure to the ground in my first position with them.",4.0,fairytales,-0.8599932193756104,-0.1027,dk
"They see that it is a feeling, it is not pride;I can't let them say you to me, but I should say you to them, then it's half done! """,5.0,fairytales,0.0,0.4809,dk
And then the shadow said you to his previous gentleman.,5.0,fairytales,0.0,0.0,dk
"""It's wrong,"" he thought, ""that I have to say they and he say you,"" but now he had to endure.",4.333333333333333,fairytales,-0.5274325013160706,-0.1045,dk
Then they came to a bath where there were many strangers and between these a lovely king daughter who had the illness that she saw too good and it was now so anxious.,4.666666666666667,fairytales,-0.6988704204559326,0.5079,dk
"Similarly, she felt that he who had come was a completely different person than all the others;""He's here to make his beard grow, you say, but I see the right reason he can't throw shade.""",4.666666666666667,fairytales,-0.49343493580818176,0.0,dk
Curious she had become;And then she immediately gave herself on the stroll to talk to the alien gentleman.,6.0,fairytales,0.0,0.128,dk
"As a king's daughter, she didn't have to do many circumstances, and then she said, ""Their illness is that they can't throw shade"".",4.666666666666667,fairytales,0.0,-0.4019,dk
"""Their royal highness must be significant in improvement!""",6.0,fairytales,0.6340293884277344,0.0,dk
"Said the shadow, ""I know, their evil is that they look too good, but it has lost weight, they are healed, I have just a pretty unusual shade!",5.333333333333333,fairytales,-0.8719157576560974,-0.5848,dk
Do they not see the person who always goes with me!,5.0,fairytales,0.0,0.0,dk
"Other people have an ordinary shade, but I don't love the ordinary.",4.666666666666667,fairytales,-0.41520366072654724,-0.395,dk
"You often give your servant finer cloth in the liberation than you use yourself, and so I have let my shadow polish up to human!",5.666666666666667,fairytales,0.5610288381576538,0.0,dk
"Yes, they see that I have even given him a shadow.",5.333333333333333,fairytales,0.0,0.4019,dk
"It's very expensive, but I love having something for myself! ”",6.0,fairytales,0.6210157871246338,0.6043,dk
"- ""What?""",5.0,fairytales,0.0,0.0,dk
"Thinking the princess, ""should I really have come!",5.333333333333333,fairytales,0.0,0.0,dk
This bath is the first thing to do!,5.0,fairytales,0.639927864074707,0.0,dk
The water has in our time quite marvelous forces.,6.0,fairytales,0.795002281665802,0.0,dk
"But I do not take away, because now here is funny;I like the stranger.",6.666666666666667,fairytales,0.8610125184059143,0.8271,dk
"Just his beard doesn't grow, because then he travels! """,4.666666666666667,fairytales,0.0,0.0,dk
"In the evening in the large ballroom, the king's daughter and the shade danced.",6.0,fairytales,0.0,0.6249,dk
"She was easy, but he was even easier, she had never had such a dancer.",6.333333333333333,fairytales,0.6864796280860901,0.0,dk
"She told him from what land she was and he knew the land, he had been there, but then she was not home, he had looked in by the windows at the top and below, he had seen both one and the other, and then he could answer the king's daughter and make hints, so that she was quite amazed;He had to be the wisest man on the whole earth!",6.666666666666667,fairytales,0.0,0.8512,dk
"She got such a esteem for what he knew, and when they danced again, she was abandoned, and the shadow could feel the shadow, because she was done to look right through him.",6.333333333333333,fairytales,0.4877106845378876,0.7506,dk
"Then they probably danced once and then she was just about to say it, but she was awkward, she thought of her country and rich and the many people she had to rule over.",5.333333333333333,fairytales,0.0,0.0,dk
"""He is a man,"" she said to herself, ""that's good!",6.333333333333333,fairytales,0.9078589677810669,0.7424,dk
"And nice he dances, it's good too, but he has a thorough knowledge, it's just as important!",6.333333333333333,fairytales,0.7367954254150391,0.6996,dk
"He must be examined "".",5.0,fairytales,-0.5701862573623657,0.0,dk
"And then she started to ask him some of the most difficult, she couldn't even answer it;And the shade made a pretty weird face.",4.333333333333333,fairytales,-0.7122373580932617,-0.5975,dk
"""They can't answer that!""",5.0,fairytales,-0.6287835240364075,0.0,dk
said the king's daughter.,5.0,fairytales,0.0,0.0,dk
"""It belongs to my children's learning,"" the shadow said, ""I even think my shadow there at the door can answer there!""",5.666666666666667,fairytales,0.4967019855976105,0.0,dk
"""Their shadow!""",5.0,fairytales,0.0,0.0,dk
"said the king's daughter, ""It would be most strange!""",5.0,fairytales,-0.8466845750808716,0.0,dk
"""Yes, I'm not saying he can!""",5.0,fairytales,0.0,-0.3716,dk
"said the shadow, ""but I would think it, he has been following me for so many years, and listened to, I would believe it!",5.333333333333333,fairytales,0.6351255178451538,0.0,dk
"But their Royal Highness allows me to make them aware that he has so much pride in going for a human being that when he has to be in a real mood, and he must be to answer well, he must be treated just like a human being. """,5.333333333333333,fairytales,0.4975030720233917,0.7325,dk
"""I like that!""",6.666666666666667,fairytales,0.8788577914237976,0.4199,dk
"And then she went to the learned man at the door, and she talked to him about the sun and moon, and about the people both on and inside and he answered so wisely and well.",6.666666666666667,fairytales,0.5447871088981628,0.7167,dk
"""What it must be for a man who has such a shadow!""",5.666666666666667,fairytales,0.8385589122772217,0.5255,dk
"she thought, ""It will be a pure blessing to my people and kingdom if I chose him for my gem; I do it!""",7.0,fairytales,0.8973310589790344,0.5411,dk
"And they soon agreed, both the king's daughter and the shade, but no one had to know about it before returning home in her own kingdom.",5.333333333333333,fairytales,0.0,-0.3071,dk
"""No one, not even my shadow!""",5.0,fairytales,-0.6619864106178284,-0.3595,dk
"said the shadow, and he now had his own thoughts!",5.0,fairytales,0.0,0.0,dk
- Then they were in the country where the king's daughter ruled when she was home.,5.0,fairytales,0.0,0.0,dk
"""Hear my good friend!""",5.666666666666667,fairytales,0.6666781306266785,0.4926,dk
"Said the shadow to the learned man, ""Now I have become as happy and mighty as someone can stay, now I will do something very for you too!",6.666666666666667,fairytales,0.8036131858825684,0.8687,dk
"You always have to stay with me at the castle, drive with me in my royal carriage and have a hundred thousand dollars a year;But then you have to let you call the shadow of everyone and everyone;Don't say that you've ever been human and once a year when I'm sitting on the balcony in the sunshine and letting me see, you must lie at my feet, like a shadow should!",6.0,fairytales,0.0,0.7871,dk
"I have to tell you, I am marrying the king's daughter, tonight the wedding will be held ”.",6.0,fairytales,0.5003519654273987,0.0,dk
"""No, though, it's too wrong!""",4.0,fairytales,-0.6881458163261414,0.0,dk
"said the learned man, ""I won't, I don't!",3.666666666666667,fairytales,-0.6558637022972107,-0.1316,dk
It is to deceive the whole country and the king's daughter!,3.333333333333333,fairytales,-0.9049128293991089,-0.4574,dk
I say everything!,5.0,fairytales,0.0,0.0,dk
"That I am man and that you are the shade, you are just dressed up! """,4.666666666666667,fairytales,0.0,0.0,dk
"""There is no one who thinks!""",4.333333333333333,fairytales,-0.599213719367981,-0.3595,dk
"said the shadow, ""Be sensible, or I call on the guard!""",4.333333333333333,fairytales,0.0,0.0,dk
"- ""I'm right to the king's daughter!""",5.0,fairytales,0.0,0.2942,dk
"""But I go first!""",5.0,fairytales,0.0,0.0,dk
"said the shade, ""and you are in arrest!""",4.333333333333333,fairytales,-0.6033999919891357,0.0,dk
"And he had to, for the crazy guards they listened to him whom they knew the king's daughter would have.",5.333333333333333,fairytales,0.46863988041877747,0.0,dk
"""You are shaking!""",4.333333333333333,fairytales,-0.8341327905654907,0.0,dk
"said the king's daughter when the shadow came in to her, ""has something happened?",4.666666666666667,fairytales,0.0,0.0,dk
"Don't get sick until tonight, now we need a wedding ”.",4.0,fairytales,0.0,0.4023,dk
"""I have experienced the grueest thing that can be experienced!""",2.666666666666667,fairytales,-0.9246259331703186,-0.623,dk
"Said the shade, ""Think yes, such a poor shadow brain can't stand much!",3.333333333333333,fairytales,-0.8774415254592896,-0.5255,dk
"Think, my shadow has gotten crazy, he thinks he is man and that I just think you, that I am his shadow! """,3.333333333333333,fairytales,-0.5039748549461365,-0.5411,dk
"""It's horrible!""",2.333333333333333,fairytales,-0.9506070613861084,0.0,dk
"said the princess, ""he is blocked inside, though?""",4.0,fairytales,0.0,0.0,dk
“He's he!,5.0,fairytales,0.507307767868042,0.0,dk
I'm afraid he never recoveres ”.,4.333333333333333,fairytales,-0.8082274198532104,0.0,dk
"""Poor shade!""",3.0,fairytales,0.7769277691841125,-0.5255,dk
"said the princess, ""he is very unhappy; it is a true charity to free him from the bit of life he has, and when I really think about it, I think it will be necessary that it will be done with him in all silence!""",3.666666666666667,fairytales,-0.586250364780426,0.5266,dk
"""It's indeed hard!""",3.333333333333333,fairytales,-0.9127152562141418,0.4926,dk
"said the shadow, ""for it was a faithful servant!""",5.333333333333333,fairytales,0.5361023545265198,0.4926,dk
And then he gave like a sigh.,4.333333333333333,fairytales,-0.5110343098640442,-0.0498,dk
"""They're a noble character!""",6.0,fairytales,0.9243752956390381,0.5093,dk
"In the evening, the whole city was illuminated and the cannons went off: bum!",5.333333333333333,fairytales,0.7024441957473755,0.0,dk
And the soldiers presented rifles.,5.0,fairytales,0.0,0.0,dk
It was a wedding!,6.0,fairytales,0.0,0.0,dk
The king's daughter and the shade went out on the balcony to see and get enough once hurray!,6.0,fairytales,-0.5283739566802979,0.6114,dk
"The learned man did not hear anything about all that, for him they had taken his life off.",3.0,fairytales,-0.8398361802101135,-0.6705,dk
MORNING SONG,5.333333333333333,poetry,0.6192402839660645,0.0,en
Love set you going like a fat gold watch.,5.333333333333333,poetry,0.0,0.7717,en
"The midwife slapped your footsoles, and your bald cry",3.3333333333333335,poetry,-0.8156133890151978,-0.4767,en
Took its place among the elements.,5.333333333333333,poetry,0.0,0.0,en
"Our voices echo, magnifying your arrival. New statue.",6.0,poetry,0.6753841638565063,0.0,en
"In a drafty museum, your nakedness",4.333333333333333,poetry,0.0,0.0,en
Shadows our safety. We stand round blankly as walls.,4.0,poetry,0.0,0.4215,en
I'm no more your mother,2.6666666666666665,poetry,0.0,-0.296,en
Than the cloud that distills a mirror to reflect its own slow,5.333333333333333,poetry,0.0,0.0,en
Effacement at the wind 5 hand.,4.666666666666667,poetry,0.0,0.4939,en
All night your moth-breath,4.0,poetry,-0.6864382028579712,0.0,en
Flickers among the flat pink roses. I wake to listen:,4.666666666666667,poetry,0.0,0.0,en
A far sea moves in my ear.,5.666666666666667,poetry,0.47122183442115784,0.0,en
"One cry, and I stumble from bed, cow-heavy and floral",3.6666666666666665,poetry,-0.3984481990337372,-0.4767,en
In my Victorian nightgown.,5.0,poetry,0.0,0.0,en
Your mouth opens clean as a cats. The window square,5.0,poetry,0.0,0.4019,en
Whitens and swallows its dull stars. And now you try,3.6666666666666665,poetry,-0.5283723473548889,-0.4019,en
Your handful of notes;,5.0,poetry,0.0,0.0,en
The clear vowels rise like balloons.,6.333333333333333,poetry,0.0,0.6249,en
THE COURIERS,5.0,poetry,-0.5292252898216248,0.0,en
The word of a snail on the plate of a leaf?,5.0,poetry,0.0,0.0,en
It is not mine. Do not accept it.,4.0,poetry,-0.7501482367515564,-0.2924,en
Acetic acid in a sealed tin?,4.333333333333333,poetry,0.0,0.0,en
Do not accept it. It is not genuine.,3.0,poetry,-0.8874505162239075,-0.2924,en
A ring of gold with the sun in it?,6.0,poetry,0.0,0.0,en
Lies. Lies and a grief.,2.0,poetry,-0.9165152907371521,-0.8316,en
"Frost on a leaf, the immaculate",6.666666666666667,poetry,0.3959154784679413,0.0,en
"Cauldron, talking and crackling",5.333333333333333,poetry,0.4530767798423767,0.0,en
All to itself on top of each,5.0,poetry,0.0,0.2023,en
Of nine black Alps.,4.333333333333333,poetry,0.0,0.0,en
"A disturbance in mirrors,",4.666666666666667,poetry,-0.8059437274932861,-0.3818,en
The sea shattering its gray one—,4.666666666666667,poetry,-0.6117088198661804,0.0,en
"Love, love, my season.",7.666666666666667,poetry,0.7828242182731628,0.8555,en
SHEEP IN FOG,4.666666666666667,poetry,-0.6956987977027893,0.0,en
The hills step off into whiteness.,4.666666666666667,poetry,-0.45043355226516724,0.0,en
People or stars,5.333333333333333,poetry,0.0,0.0,en
"Regard me sadly, I disappoint them.",2.6666666666666665,poetry,-0.9442840814590454,-0.6705,en
The train leaves a line of breath.,4.666666666666667,poetry,0.0,0.0,en
O slow,4.666666666666667,poetry,-0.5091776847839355,0.0,en
"Horse the color of rust,",5.0,poetry,0.0,0.0,en
"Hooves, dolorous bells—",3.3333333333333335,poetry,-0.6604699492454529,-0.4939,en
All morning the,5.0,poetry,0.0,0.0,en
"Morning has been blackening,",3.3333333333333335,poetry,-0.8921431303024292,0.0,en
A flower left out.,4.333333333333333,poetry,0.0,0.0,en
"My bones hold a stillness, the far",4.666666666666667,poetry,0.0,0.0,en
Fields melt my heart.,4.666666666666667,poetry,-0.7379353642463684,0.0,en
They threaten,3.6666666666666665,poetry,-0.8970656394958496,-0.3818,en
To let me through to a heaven,6.333333333333333,poetry,0.0,0.5106,en
"Starless and fatherless, a dark water.",3.0,poetry,-0.885168194770813,0.0,en
THE APPLICANT,5.0,poetry,-0.38386809825897217,0.0,en
"First, are you our sort of a person?",5.333333333333333,poetry,0.0,0.0,en
Do you wear,5.333333333333333,poetry,0.0,0.0,en
"A glass eye, false teeth or a crutch,",4.0,poetry,0.0,0.0,en
"A brace or a hook,",4.666666666666667,poetry,0.0,0.0,en
"Rubber breasts or a rubber crotch,",4.0,poetry,0.0,0.0,en
"Stitches to show something's missing? No, no? Then",3.6666666666666665,poetry,0.0,-0.7149,en
How can we give you a thing?,4.666666666666667,poetry,0.0,0.0,en
Stop crying.,4.333333333333333,poetry,-0.8613676428794861,-0.6486,en
Open your hand.,5.333333333333333,poetry,0.0,0.4939,en
Empty? Empty. Here is a hand,4.666666666666667,poetry,0.0,0.1531,en
To fill it and willing,5.666666666666667,poetry,0.0,0.0,en
To bring teacups and roll away headaches,6.0,poetry,0.0,0.0,en
And do whatever you tell it.,5.0,poetry,0.0,0.0,en
Will you marry it?,5.0,poetry,0.0,0.0,en
Will you marry it?,5.333333333333333,poetry,0.0,0.0,en
Will you marry it?,5.0,poetry,0.0,0.0,en
Will you marry it?,5.333333333333333,poetry,0.0,0.0,en
It is guaranteed,5.333333333333333,poetry,0.0,0.0,en
To thumb shut your eyes at the end,3.3333333333333335,poetry,0.0,0.0,en
And dissolve of sorrow.,3.6666666666666665,poetry,-0.6966995596885681,-0.5267,en
We make new stock from the salt.,5.0,poetry,0.0,0.0,en
I notice you are stark naked.,5.333333333333333,poetry,0.0,0.0,en
How about this suit—,5.0,poetry,0.0,0.0,en
"Black and stiff, but not a bad fit.",5.666666666666667,poetry,-0.8464398384094238,0.2755,en
Will you marry it?,5.0,poetry,0.0,0.0,en
Will you marry it?,5.333333333333333,poetry,0.0,0.0,en
Will you marry it?,5.0,poetry,0.0,0.0,en
Will you marry it?,5.333333333333333,poetry,0.0,0.0,en
"It is waterproof, shatterproof, proof",5.666666666666667,poetry,0.0,0.0,en
Against fire and bombs through the roof.,4.666666666666667,poetry,-0.7919615507125854,-0.34,en
"Believe me, they”Il bury you in it.",3.3333333333333335,poetry,-0.4753047525882721,0.0,en
"Now your head, excuse me, is empty.",3.6666666666666665,poetry,-0.8536432385444641,-0.128,en
I have the ticket for that.,5.0,poetry,0.0,0.0,en
"Come here, sweetie, out of the closet.",6.333333333333333,poetry,0.0,0.4939,en
"Well, what do you think of that?",5.0,poetry,0.0,0.2732,en
Naked as paper to start,5.0,poetry,0.0,0.0,en
"But in twenty-five years she”ll be silver,",5.666666666666667,poetry,0.0,0.0,en
"In fifty, gold.",5.666666666666667,poetry,0.0,0.0,en
"A living doll, everywhere you look.",4.0,poetry,0.0,0.0,en
"Tt can sew, it can cook,",6.0,poetry,0.0,0.0,en
"It can talk, talk, talk.",5.333333333333333,poetry,0.0,0.0,en
"It works, there is nothing wrong with it.",6.666666666666667,poetry,0.7208266854286194,0.3724,en
"You have a hole, it's a poultice.",4.666666666666667,poetry,-0.6186040639877319,0.0,en
"You have an eye, it's an image.",5.0,poetry,0.0,0.0,en
"My boy, it's your last resort.",4.333333333333333,poetry,0.0,0.0,en
"Will you marry it, marry it, marry it.",4.666666666666667,poetry,0.0,0.0,en
LADY LAZARUS,5.0,poetry,0.0,0.0,en
I have done it again.,4.666666666666667,poetry,0.4893017113208771,0.0,en
One year in every ten,5.0,poetry,0.0,0.0,en
TI manage it—,5.0,poetry,0.0,0.0,en
"A sort of walking miracle, my skin",6.666666666666667,poetry,0.7956947088241577,0.5434,en
"Bright as a Nazi lampshade,",3.3333333333333335,poetry,0.0,0.4404,en
My right foot,5.0,poetry,0.0,0.0,en
"A paperweight,",5.0,poetry,0.0,0.0,en
"My face a featureless, fine",4.0,poetry,0.3444773256778717,0.2023,en
Jew linen.,5.0,poetry,-0.381712406873703,0.0,en
Peel off the napkin,5.0,poetry,0.0,0.0,en
O my enemy.,4.0,poetry,-0.8486499190330505,-0.5423,en
Do I terrify?—,4.0,poetry,-0.8378177881240845,0.0,en
"The nose, the eye pits, the full set of teeth?",4.333333333333333,poetry,0.0,0.0,en
The sour breath,4.333333333333333,poetry,0.0,0.0,en
Will vanish in a day.,5.0,poetry,-0.6518669128417969,0.0,en
"Soon, soon the flesh",4.666666666666667,poetry,0.0,0.0,en
The grave cave ate will be,4.0,poetry,-0.504436731338501,-0.3818,en
At home on me,5.0,poetry,0.0,0.0,en
And I a smiling woman. I am only thirty.,7.0,poetry,0.519381046295166,0.4588,en
And like the cat I have nine times to die.,5.666666666666667,poetry,0.0,-0.34,en
This is Number Three.,5.0,poetry,0.0,0.0772,en
What a trash,3.6666666666666665,poetry,-0.9507657289505005,0.0,en
To annihilate each decade.,3.3333333333333335,poetry,-0.49719709157943726,0.0,en
What a million filaments.,5.0,poetry,-0.6722604036331177,0.0,en
The peanut-crunching crowd,4.666666666666667,poetry,-0.6534409523010254,0.0,en
Shoves in to see,5.0,poetry,0.0,0.0,en
Them unwrap me hand and foot—,4.666666666666667,poetry,-0.46986374258995056,0.4939,en
The big strip tease.,5.333333333333333,poetry,0.0,-0.3182,en
"Gentlemen, ladies",5.333333333333333,poetry,0.0,0.0,en
These are my hands,5.0,poetry,0.0,0.0,en
My knees.,5.0,poetry,-0.6424451470375061,0.0,en
"I may be skin and bone,",4.666666666666667,poetry,0.0,0.0,en
"Nevertheless, I am the same, identical woman.",5.333333333333333,poetry,0.0,0.0,en
The first time it happened I was ten.,5.0,poetry,0.0,0.0,en
Tt was an accident.,4.333333333333333,poetry,-0.9158703684806824,-0.4767,en
The second time I meant,5.0,poetry,0.0,0.0,en
To last it out and not come back at all.,4.0,poetry,0.0,0.0,en
I rocked shut,4.0,poetry,-0.4019990861415863,0.0,en
As a seashell.,5.0,poetry,0.0,0.0,en
They had to call and call,4.333333333333333,poetry,0.0,0.0,en
And pick the worms off me like sticky pearls.,2.6666666666666665,poetry,-0.49560287594795227,0.3612,en
Dying,2.6666666666666665,poetry,-0.5162831544876099,0.0,en
"Is an art, like everything else.",5.666666666666667,poetry,0.0,0.3612,en
I do it exceptionally well.,7.0,poetry,0.9081717133522034,0.3384,en
I do it so it feels like hell.,3.0,poetry,-0.8884378671646118,-0.4284,en
I do it so it feels real.,5.333333333333333,poetry,0.6087377071380615,0.0,en
I guess you could say Ive a call.,5.333333333333333,poetry,0.0,0.0,en
It's easy enough to do it in a cell.,5.333333333333333,poetry,0.0,0.4404,en
It's easy enough to do it and stay put.,5.666666666666667,poetry,0.517819344997406,0.4404,en
It's the theatrical,5.333333333333333,poetry,0.0,0.0,en
Comeback in broad day,5.333333333333333,poetry,0.0,0.0,en
"To the same place, the same face, the same brute",4.0,poetry,0.0,0.0,en
Amused shout:,5.666666666666667,poetry,0.0,0.4215,en
“A miracle!”,7.333333333333333,poetry,0.8039314150810242,0.0,en
That knocks me out.,4.666666666666667,poetry,-0.9469752907752991,0.0,en
There is a charge,4.666666666666667,poetry,0.0,0.0,en
"For the eyeing of my scars, there is a charge",3.6666666666666665,poetry,0.0,0.0,en
For the hearing of my heart—,5.666666666666667,poetry,0.0,0.0,en
It really goes.,5.0,poetry,-0.45596104860305786,0.0,en
"And there is a charge, a very large charge",4.333333333333333,poetry,0.0,0.0,en
For a word or a touch,5.0,poetry,0.0,0.0,en
Or a bit of blood,4.333333333333333,poetry,0.0,0.0,en
Or a piece of my hair or my clothes.,4.666666666666667,poetry,0.0,0.0,en
"So, so, Herr Doktor.",5.0,poetry,0.45543262362480164,0.0,en
"So, Herr Enemy.",3.3333333333333335,poetry,-0.6296066045761108,-0.5829,en
"I am your opus, I am your valuable,",5.333333333333333,poetry,0.0,0.4767,en
The pure gold baby,6.666666666666667,poetry,0.8368832468986511,0.0,en
That melts to a shriek.,3.3333333333333335,poetry,-0.5516381859779358,0.0,en
I turn and burn.,4.0,poetry,-0.5353481769561768,0.0,en
Do not think I underestimate your great concern.,5.333333333333333,poetry,0.6768631339073181,0.7174,en
"Ash, ash—",4.0,poetry,0.0,0.0,en
You poke and stir.,5.0,poetry,0.0,0.0,en
"Flesh, bone, there is nothing there—",4.0,poetry,-0.6564561724662781,0.0,en
"A cake of soap,",5.0,poetry,0.0,0.0,en
"A wedding ring,",5.0,poetry,0.0,0.0,en
A gold filling.,5.0,poetry,0.0,0.0,en
"Herr God, Herr Lucifer",4.0,poetry,0.37525811791419983,0.2732,en
Beware,4.666666666666667,poetry,-0.4539646804332733,0.0,en
Beware.,4.666666666666667,poetry,-0.510753333568573,0.0,en
Out of the ash,5.0,poetry,-0.5482009053230286,0.0,en
I rise with my red hair,6.666666666666667,poetry,0.5818005800247192,0.0,en
And I eat men like air.,3.6666666666666665,poetry,0.0,0.3612,en
TULIPS,5.666666666666667,poetry,-0.39552539587020874,0.0,en
"The tulips are too excitable, it is winter here.",4.666666666666667,poetry,-0.7906793355941772,0.3612,en
"Look how white everything is, how quiet, how snowed-in. I am learning peacefulness, lying by myself quietly",6.666666666666667,poetry,-0.45130348205566406,-0.0772,en
"As the light lies on these white walls, this bed, these hands. I am nobody; I have nothing to do with explosions.",4.333333333333333,poetry,0.0,-0.4215,en
I have given my name and my day-clothes up to the nurses,4.0,poetry,0.0,0.0,en
And my history to the anaesthetist and my body to surgeons.,3.6666666666666665,poetry,0.0,0.0,en
They have propped my head between the pillow and the sheet-cuff,4.333333333333333,poetry,-0.7272767424583435,0.0,en
Like an eye between two white lids that will not shut.,4.0,poetry,0.0,0.3612,en
"Stupid pupil, it has to take everything in.",3.3333333333333335,poetry,-0.9519665241241455,-0.5267,en
"The nurses pass and pass, they are no trouble,",5.666666666666667,poetry,0.4348386526107788,-0.5994,en
"They pass the way gulls pass inland in their white caps,",5.0,poetry,-0.4870910346508026,0.0,en
"Doing things with their hands, one just the same as another,",4.666666666666667,poetry,0.0,0.0,en
So it is impossible to tell how many there are.,4.666666666666667,poetry,-0.540382444858551,0.0,en
